,level_0,index,text,Corrective,Adaptive,Perfective
1163,1163,527,    adding $img_path in curly; fixing words order ,1,0,0
1164,1164,370,    net: convert atomic_t net::count to refcount_t          since net could be obtained from rcu lists      and there is a race with net destruction      the patch converts net::count to refcount_t.          this provides sanity checks for the cases of     incrementing counter of already dead net      when maybe_get_net() has to used instead     of get_net().          drivers: ally,0,0,1
1165,1165,241,    fixes in bulk edit ,1,0,0
1166,1166,713,    fix(all): updated tslint rules to latest ,1,0,0
1167,1167,778,    powerpc/perf/{hv-gpci  hv-common}: generate requests with counters annotated          this adds (in req-gen/) a framework for defining gpci counter requests.     it uses macro magic similar to ftrace.          also convert the existing hv-gpci request structures and enum values to     use the new framework (and adjust old users of the structs and enum     values to cope with ch,0,1,1
1168,1168,1794,    adding dropout to dnn estimators  zero initialization for linear estimators. verbosity pass through for default monitor.     change: 118995322 ,0,1,1
1169,1169,491,    nlm nfsv4: wait on local locks before we put rpc calls on the wire          use fl_access flag to test and/or wait for local locks before we try     requesting a lock from the server          signed-off-by: trond myklebust <trond.myklebust@netapp.com> ,0,0,1
1170,1170,992,    passthrough bel in conpty (#2990)          🔔     [insert chorus of the bells here -dhowett]          fixes #2952. ,1,0,0
1171,1171,529,    v4l/dvb (3870): convert dib3000* to refactored tuner code          convert to tuner_ops calls.     remove pll function pointers from structure.     remove unneeded tuner calls.          signed-off-by: andrew de quincey <adq_dvb@lidskialf.net>     signed-off-by: mauro carvalho chehab <mchehab@infradead.org> ,0,0,1
1172,1172,142,    add %% escape to util.format()          fixes #1273. ,1,0,0
1173,1173,119,    fix: category permissions weren't properly loaded when /categories is the homepage     fix: don't scope to a specific category when creating a new topic from /categories ,1,0,0
1174,1174,1629,    update setapp/getapp prototypes in dcbnl_rtnl_ops to return int instead of u8          v2: fixed issue with checking return of dcbnl_rtnl_ops->getapp()          signed-off-by: anish bhatt <anish@chelsio.com>     signed-off-by: david s. miller <davem@davemloft.net> ,1,0,0
1175,1175,339,    [sil] let alloc_box return a single value.          and use project_box to get to the address value.     silgen now generates a project_box for each alloc_box.     and irgen re-uses the address value from the alloc_box if the operand of project_box is an alloc_box.     this lets the generated code be the same as before.          other than that most changes of this (quite large,0,0,1
1176,1176,1772,    media: staging: atomisp: remove fsf snail address          snail address is subject to change  remove it completely from the code.          this has been done using the following script:                  sed -i '/you should/ /02110-1301/d' \                     $(git grep -n -w franklin -- drivers/staging/media/atomisp/ | cut -f1 -d:)          no functional change intended.    ,0,0,1
1177,1177,937,    argumentstash for scalar arguments (#21931)          summary:     scalars are being traced as constants.     this pr is to fix this issue.          the onnx graph for test_full_op() before and after this change:          def test_full_op():       class test_full(nn.module):         def forward(self  x):           return torch.full((3  4)  x  dtype=torch.long)       model = test,1,0,0
1178,1178,1900,    [patch] u32 vs. pm_message_t fixes for drivers/net          this fixes remaining u32s in drivers/ net.          signed-off-by: pavel machek <pavel@suse.cz>     signed-off-by: andrew morton <akpm@osdl.org>     signed-off-by: linus torvalds <torvalds@osdl.org> ,1,0,0
1179,1179,1648,    remove duplicated `table_exists?`          `table_exists?` is already exist in `modelschema`.          https://github.com/rails/rails/blob/5cab344494c340ea82a35b46efa06b94f0b7730b/activerecord/lib/active_record/model_schema.rb#l339-l341 ,0,0,1
1180,1180,338,    * shorten namespaces     * fix calling static methods as non static     * joins - implode change ,1,0,0
1181,1181,201,    add tfdbg support to grpcsession          * along the way  unify the way the debugger works in directsession (non-distributed sessions) and mastersession (for distributed sessions).       * the summarizdebugtensorwatches method is invoked in directsession::getorcreateexecutors() and mastersession::hashbuildgraphoptions() method to generate keys for partition graphs and executor,0,1,1
1182,1182,1121,    modified project structure to work with buildr ,0,1,0
1183,1183,1853,    refactor(core): misc refactoring to support upcoming changes to improve synthetic host bindings (#35884)          this commit performs a few updates to internal functions that would be required in upcoming changes to support synthetic host bindings in directives.          * the `elementpropertyinternal` function was refactored to accept renderer as an argument (prior to that  t,0,0,1
1184,1184,2007,    i40e/i40evf: add nvmupdate support          this implements a state machine intended to support the userland tool for     updating the device eeprom. the state machine implements one-shot reads      writes  multi-step write sessions  and checksum requests. if we're in the middle     of a multi-step write session  no one should fire off other writes  however  one     shot reads ,0,1,0
1185,1185,924,    [spark-15236][sql][spark shell] add spark-defaults property to switch to use inmemorycatalog          ## what changes were proposed in this pull request?     this pr change repl/main to check this property `spark.sql.catalogimplementation` to decide if `enablehivesupport `should be called.          if `spark.sql.catalogimplementation` is set to `hive`  and hive classes are buil,0,1,0
1186,1186,991,    harmonize metrics test          this commit harmonizes metrics test to rely on `metricrun.simple()`     rather than configuring a simple `meterregistry` manually. rather than     applying related auto-configurations automatically  `metricsrun` only     enable the absolute minimum.          see gh-14255 ,0,0,1
1187,1187,105,    fix tostring of bytes value ,1,0,0
1188,1188,2013,    3.x: fix observable.window (size & time) cancellation and abandonment (#6761) ,1,0,0
1189,1189,931,    netfilter: nf_ct_helper: implement variable length helper private data          this patch uses the new variable length conntrack extensions.          instead of using union nf_conntrack_help that contain all the     helper private data information  we allocate variable length     area to store the private helper data.          this patch includes the modification of all existi,0,0,1
1190,1190,1013,    src: add v8.getheapstatistics() function          add a one-to-one binding to v8::getheapstatistics().  returns info on     the current state of the js heap  like total size and amount used. ,0,1,0
1191,1191,1753,    framework created for distribution. fixed a major bug causing bad animation. added new feature to show textfield placeholder text on toolbar. project converted to mvc pattern (created separate classes). ,1,1,0
1192,1192,636,    [security] fixed issue where authentication listeners clear unrelated tokens          this commit fixes an issue where authentication listeners clear all security tokens in case of authentication failure.     this behavior makes it impossible to combine certain authentication mechanisms  notably x509 with form-based login. ,1,0,0
1193,1193,966,    tmpfs: demolish old swap vector support          the maximum size of a shmem/tmpfs file has been limited by the maximum     size of its triple-indirect swap vector.  with 4kb page size  maximum     filesize was just over 2tb on a 32-bit kernel  but sadly one eighth of     that on a 64-bit kernel.  (with 8kb page size  maximum filesize was just     over 4tb on a 64-bit kernel  b,0,0,1
1194,1194,128,    move some static functions out of wallet.h/cpp          this commit just moves a few function declarations and updates callers.     function bodies are moved in two followup moveonly commits.          this change is desirable because wallet.h/cpp are monolithic and hard to     navigate  so pulling things out and grouping together pieces of related     functionality should impro,0,0,1
1195,1195,1309,    (refs #279)fix redirect url generation. ,1,0,0
1196,1196,1512,    added support for startup.configurecontainer     - startup.configurecontainer allows users to configure a 3rd party di     container in a first class way in the startup class. 3rd party containers     plug in via iserviceproviderfactory<tcontainerbuilder> configured in     iwebhostbuilder.configureservices.     - added tests ,0,1,0
1197,1197,795,    media: marvell-ccic: rename the clocks          use the names more suitable for devicetree bindings.          there are no board files utilizing this  thus we seem to be at liberty     at renaming this without consequences.          signed-off-by: lubomir rintel <lkundrak@v3.sk>     signed-off-by: sakari ailus <sakari.ailus@linux.intel.com>     signed-off-by: mauro carvalho che,0,0,1
1198,1198,1088,    cmd/compile: use proved bounds to remove signed division fix-ups          prove is able to find 94 occurrences in std cmd where a divisor     can't have the value -1. the change removes     the extraneous fix-up code for these cases.          fixes #25239          change-id: ic184de971f47cc57c702eb72805b8e291c14035d     reviewed-on: https://go-review.googlesource.com/c/130215  ,1,0,0
1199,1199,1057,    deprecated scala.reflect.generic  except for by...          deprecated scala.reflect.generic  except for bytecodecs. after we move     some non-internal things out of scala.reflect.internal we should go back     and improve some deprecation messages (i.e. point somewhere useful.) no     review. ,0,0,1
1200,1200,1060,    fix all violators of e231 ,1,0,0
1201,1201,1283,    alsa: print function symbol in the error messages          use the new %pf for error messages in snd_device_*() functions     to give more understandable results.          signed-off-by: takashi iwai <tiwai@suse.de> ,0,0,1
1202,1202,1847,    sh: consolidated sh7751/sh7780 pci support.          this cleans up quite a lot of the pci mess that we     currently have  and attempts to consolidate the     duplication in the sh7780 and sh7751 pci controllers.          signed-off-by: paul mundt <lethal@linux-sh.org> ,0,0,1
1203,1203,293,    psf/black code formatting (#1277) ,0,0,1
1204,1204,1433,"    nfp: make nfp_net alloc/init/cleanup/free not depend on netdevs          struct nfp_net represents a vnic  we will be moving away from the     requirement for every vnic to have a netdev associated with it.     remove ""netdev"" from some function names and prefer passing     struct nfp_net pointer as argument instead of struct net_device *.          signed-off-by: jakub kicinski",0,0,1
1205,1205,1366,    refactor handling of :action default in routing          the longstanding convention in rails is that if the :action parameter     is missing or nil then it defaults to 'index'. up until rails 5.0.0.beta1     this was handled slightly differently than other routing defaults by     deleting it from the route options and adding it to the recall parameters.          with the recen,0,0,1
1206,1206,235,    remove disabled code - threaded fetching. this can be implemented     on a upper level and by offloading it we reduce the complexity of     the core. ,0,0,1
1207,1207,1983,    [qt] simplify return code and return values in txtablemodel          - also move an added space in a string where it belongs ,0,0,1
1208,1208,1519,    staging:iio:hmc5843: remove unused lsb register #defines          signed-off-by: peter meerwald <pmeerw@pmeerw.net>     signed-off-by: jonathan cameron <jic23@kernel.org> ,0,0,1
1209,1209,531,    [patch] rpc: ensure xdr iovec length is initialized correctly in call_header           fix up call_header() so that it calls xdr_adjust_iovec().      fix calculation of the scratch buffer length in xdr_init_encode().           signed-off-by: trond myklebust <trond.myklebust@netapp.com> ,1,0,0
1210,1210,796,"    mac80211: change workqueue back to non-freezeable          ""mac80211: make workqueue freezable"" made the mac80211     workqueue freezeable to prevent us from doing any work after the     driver went away.  this was fine before mac80211 had any suspend     support.          however  now we want to flush this workqueue in suspend().  because     the thread for a freezeable workqu",1,0,0
1211,1211,1959,    @added support for socket and popen file types to ftp_fput (jason) ,0,1,0
1212,1212,54,"    memcg: rename mem_cgroup_charge_type_mapped as mem_cgroup_charge_type_anon          now  in memcg  2 ""mapped"" enum/macro are found      mem_cgroup_charge_type_mapped      mem_cgroup_stat_file_mapped          thier names looks similar to each other but the former is used for     accounting anonymous memory. rename it as type_anon.          signed-off-by: kamezawa hiroyuki <kamez",1,0,0
1213,1213,453,    pinctrl: devicetree: use strlen() instead of hardcoded number          improve readability by replacing a hardcoded number requiring a comment     by strlen().          gcc is smart enough to evaluate the length of a constant string at     compile-time.          signed-off-by: geert uytterhoeven <geert+renesas@glider.be>     link: https://lore.kernel.org/r/20190731132917.17607-,0,0,1
1214,1214,1452,    added today extension to ios example app.          this demonstrates that apis not available to an extension can compile successfully if they are marked with ns_extension_unavailable_ios. ,0,1,0
1215,1215,337,    spelling corrections in c-sharp compiler ,1,0,0
1216,1216,720,    x32: fix coding style violations in the x32 vdso code          move the prototype for x32_setup_additional_pages() to a header file      and adjust the coding style to match standard.          signed-off-by: h. peter anvin <hpa@linux.intel.com>     cc: h. j. lu <hjl.tools@gmail.com> ,1,0,1
1217,1217,1024,    dbg: renamed filereader to filehelper ,0,0,1
1218,1218,1896,    arm: integrator: switch to fetch clocks from device tree          this atomic commit changes the integrator clock implementation     and the machines to register clocks from the device tree and     use these instead of the previous hard-coded clocks.          in the clock implementation all hard-coded clocks and the     special initialization function call goes away  and is    ,0,0,1
1219,1219,196,    atomisp: remove c_run define and code          we are not going to be building for anything but linux so the code bracketed     by c_run is not used and not needed.          signed-off-by: alan cox <alan@linux.intel.com>     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ,0,0,1
1220,1220,1025,    lowercase the first character in compiler diagnostics for consistency          swift svn r24634 ,0,0,1
1221,1221,606,    fixed file globbing in documentation parsers ,1,0,0
1222,1222,1935,    introduce new capability for relations and use it ,0,1,0
1223,1223,740,    refactor ai api and start implementing ai monitoring ,0,0,1
1224,1224,626,    acpi / pm: fix possible null pointer deref in acpi_pm_device_sleep_state()          after commit fa1675b (acpi / pm: rework and clean up     acpi_dev_pm_get_state()) a null pointer dereference will take place     if null is passed to acpi_pm_device_sleep_state() as the second     argument.          fix that by avoiding to use the pointer that may be null until     it's necessar,1,0,0
1225,1225,447,    fix plugin name check (#2736)          fixes #2735 ,1,0,0
1226,1226,647,    change strategy for zipdownloader          try to use unzip command-line before ziparchive as this one does not correctly handle file permissions whereas unzip does. ,1,0,0
1227,1227,1188,    fix torch.sparse.sum parsing of dim. (#16517)          summary:     fixes https://github.com/pytorch/pytorch/issues/16501.     pull request resolved: https://github.com/pytorch/pytorch/pull/16517          differential revision: d13865322          pulled by: gchanan          fbshipit-source-id: fa0ac37a9e7b8f19a5bdf75e5771128e48c41612 ,1,0,0
1228,1228,1562,    dmaengine: ppc4xx: fix off-by-one build failure          there are two poly_store  but one should have been poly_show.          |adma.c:4382:16: error: conflicting types for 'poly_store'     | static ssize_t poly_store(struct device_driver *dev  const char *buf      |                ^~~~~~~~~~     |adma.c:4363:16: note: previous definition of 'poly_store' was here     | static ,1,0,0
1229,1229,1176,    make highgui.hpp independent from c api ,0,0,1
1230,1230,1183,    - fixed bug #55073 (php-cli-webserver does not listen on ipv6 interfaces)  letting getaddrinfo(3) validate ipv6 addresses. ,1,1,0
1231,1231,1770,    fixed #368:           - added assertions to cause failure earlier      - added test case      - use batchsourcefile length (characters) rather than file length (bytes) ,1,1,0
1232,1232,2005,    [powerpc] fix of node refcnt underflow in 836x and 832x platform code          incorrect use of of_find_node_by_name() causes of_node_put()     on a node which has already been put.  it causes the refcount of     the node to underflow  which triggers the warn_on in kref_get     for 836x and 832x.  this fixes it.          signed-off-by: li yang <leoli@freescale.com>     signed-o,1,0,0
1233,1233,1250,    drm/i915: rename global i915 to i915_modparams          our global struct with params is named exactly the same way     as new preferred name for the drm_i915_private function parameter.     to avoid such name reuse lets use different name for the global.          v5: pure rename     v6: fix          credits-to: coccinelle          @@     identifier n;     @@     (     -       ,1,0,1
1234,1234,1093,    [media] move i2c files into drivers/media/i2c          move ancillary i2c drivers into drivers/media/i2c  in order to     better organize them.          signed-off-by: mauro carvalho chehab <mchehab@redhat.com> ,0,0,1
1235,1235,1910,    few fixes - import from ui working ,1,0,0
1236,1236,436,    clk: exynos5433: add clk_ignore_unused flag to sclk_ioclk_i2s1_bclk          the sclk_ioclk_i2s1_bclk clock is not currently handled by any driver     and disabling this clock by the clk core prevents proper operation     of the i2s1 block. clk_ignore_unused flag is added as a temporary fix.          signed-off-by: sylwester nawrocki <s.nawrocki@samsung.com>     reviewed-by: ch,1,1,0
1237,1237,1373,    sped up the computation of the gradients of the convolution layer wrt the     inputs by 30% on gpu.     change: 118221540 ,0,0,1
1238,1238,624,    (1) some changes to interactive compiler interf...          (1) some changes to interactive compiler interface. 2) added     (symbol.hastypeat 3) added flatten/transpose/unzip to traversableclass ,0,1,1
1239,1239,856,    mac80211: send notification on new peer candidate for our secure mesh          also  advertise support for mesh authentication.          signed-off-by: javier cardona <javier@cozybit.com>     signed-off-by: john w. linville <linville@tuxdriver.com> ,0,1,0
1240,1240,1917,    support multiple installers in a composer-installer package. ,0,1,0
1241,1241,2026,    add a unit test for udpinterface communication. ,0,1,0
1242,1242,1096,    add buffer_read16be()          add a function to read 16 bits in big-endian to a uint16_t. ,0,1,0
1243,1243,1482,    add @functionalinterface to remaining public and protected interfaces          see gh-6857 ,0,1,0
1244,1244,273,    qede: fix internal loopback failure with jumbo mtu configuration          driver uses port-mtu as packet-size for the loopback traffic. this patch     limits the max packet size to 1.5k to avoid data being split over multiple     buffer descriptors (bds) in cases where mtu > page_size.          signed-off-by: sudarsana reddy kalluru <skalluru@marvell.com>     signed-off-by: ari,1,0,0
1245,1245,1566,    add object type to schema          summary: this diff adds objecttypeannotation to the codegen schema  throwing for the missing implementation sites added in the next diffs for easier review-ability. also adds a schema fixture that is flow checked for review  but does not export it because the tests would fail          reviewed by: thesavior          differential revision: d167,0,1,0
1246,1246,1087,    kvm: vmx: fix the spelling of cpu_based_use_tsc_offsetting          the mis-spelling is found by checkpatch.pl  so fix them.          signed-off-by: xiaoyao li <xiaoyao.li@intel.com>     signed-off-by: paolo bonzini <pbonzini@redhat.com> ,1,0,0
1247,1247,1361,    fix fd leak in http-fetch          added a call to finish_request to clean up resources if the server     returned a 404 and there are no alternates left to try.          signed-off-by: nick hengeveld <nickh@reactrix.com>     signed-off-by: junio c hamano <junkio@cox.net> ,1,1,1
1248,1248,1483,    fix implicit any error for table ,1,0,0
1249,1249,854,    [string] add substring.base          adds substring.base  analogous to slice.base  to access the entire     string.          tests added. ,0,1,0
1250,1250,2014,    cleanup comments and class names s/elasticsearch/elasticsearch           * clean up s/elasticsearch/elasticsearch on docs/*      * clean up s/elasticsearch/elasticsearch on src/* bin/* & pom.xml      * clean up s/elasticsearch/elasticsearch on notice.txt and readme.textile          closes #4634 ,0,0,1
1251,1251,188,    move readfile  writefile  and readdir into a separate io/ioutil package.     this breaks the dependency of package io on package bytes.          r=rsc     cc=golang-dev     https://golang.org/cl/163085 ,0,0,1
1252,1252,1548,    do not increment nattempts by more than one for every good connection.          this slows the increase of the nattempts in addrman while partitioned       even if the node hasn't yet noticed the partitioning. ,0,0,1
1253,1253,1383,    fixed bug #3314 where the top level path would be deleted along with files in delete_files() ,1,0,0
1254,1254,1094,    netdevice: safe convert to netdev_priv() #part-2          we have some reasons to kill netdev->priv:     1. netdev->priv is equal to netdev_priv().     2. netdev_priv() wraps the calculation of netdev->priv's offset  obviously        netdev_priv() is more flexible than netdev->priv.     but we cann't kill netdev->priv  because so many drivers reference to it     directly.      ,0,0,1
1255,1255,807,    [plays] improve extraction and add support for embed urls ,0,1,0
1256,1256,329,    added tests ,0,1,0
1257,1257,801,    alsa: firewire-lib: replace pointer callback to flush isoc contexts in amdtp domain          an isoc context for amdtp stream is flushed to queue packet     by a call of pcm.pointer. this commit extends this for amdtp     domain.          signed-off-by: takashi sakamoto <o-takashi@sakamocchi.jp>     link: https://lore.kernel.org/r/20191018061911.24909-3-o-takashi@sakamocchi.jp ,0,0,1
1258,1258,1951,    add _all option to nodes based operations ,0,1,0
1259,1259,1818,    fixed the shebang lines on the python scripts.          also  removed the one from modules/python/src2/cv.py and cleared its     executable bit  since it's not a script. ,1,0,1
1260,1260,1539,    ath9k: add debugfs support for mac/baseband samples          this patch keep track of number of samples that includes     dma debugs registers  pcu observe  cr  channel noise      cycle conters  noisefloor history buffer and last n number     of tx and rx descriptor status. these samples are grouped     in table manner which dumping in debgufs.          debugfs file location:  ,0,1,1
1261,1261,1031,    fixing schema and tests ,1,0,0
1262,1262,298,    mtd: spi-nor: remove unused enum spi_nor_ops          the ops aren't used in any spi nor controller. therefore  remove them     altogether.          signed-off-by: michael walle <michael@walle.cc>     signed-off-by: tudor ambarus <tudor.ambarus@microchip.com> ,0,0,1
1263,1263,1021,    cmd/go: merge module support from x/vgo repo          this cl corresponds to cl 123361  the final manual cl in that repo      making this the final manual sync.          all future commits will happen in this repo (the main go repo)      and we'll update x/vgo automatically with a fixed patch+script.          change-id: i572243309c1809727604fd704705a23c30e85d1a     reviewed-on:,0,0,1
1264,1264,36,    usb: usb3503: add pm functions          the usb3503 needs to switch to standby mode while suspending and should     switch to hub mode when resumed. also we can control clock on pm     function.          signed-off-by: joonyoung shim <jy0922.shim@samsung.com>     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ,0,1,0
1265,1265,1369,    refactor hub and socket actors ,0,0,1
1266,1266,1544,    staging: rtl8187se: remove unnecessary comments in ieee80211_crypt_ccmp.c          this patch removes unnecessary comments written in ieee80211/ieee80211_crypt_ccmp.c.     and hence also  removes the following checkpatch.pl issue-     error: do not use c99 // comments          signed-off-by: rashika kheria <rashika.kheria@gmail.com>     reviewed-by: josh triplett <josh@joshtrip,0,0,1
1267,1267,1445,"    x86: build fix for ""x86: fix c1e && nx6325 stability problem""          fix:           arch/x86/kernel/built-in.o: in function `dmi_ignore_irq0_timer_override':      boot.c:(.init.text+0x3ea4): undefined reference to `force_mask_ioapic_irq_2'          signed-off-by: ingo molnar <mingo@elte.hu> ",1,0,0
1268,1268,737,    dccp ccid-2: implementation of circular ack vector buffer with overflow handling          this completes the implementation of a circular buffer for ack vectors  by     extending the current (linear array-based) implementation.  the changes are:           (a) an `overflow' flag to deal with the case of overflow. as before  dynamic          growth of the buffer will not be suppo,0,1,1
1269,1269,648,    nfs: start printks w/ nfs: even if __func__ shown          this patch addresses printks that have some context to show that they are     from fs/nfs/  but for the sake of consistency now start with nfs:          signed-off-by: weston andros adamson <dros@netapp.com>     signed-off-by: trond myklebust <trond.myklebust@netapp.com> ,0,0,1
1270,1270,1560,    atomic.h: add atomic64 cmpxchg  xchg and add_unless to powerpc          [akpm@linux-foundation.org: build fixes]     signed-off-by: mathieu desnoyers <mathieu.desnoyers@polymtl.ca>     cc: paul mackerras <paulus@samba.org>     cc: benjamin herrenschmidt <benh@kernel.crashing.org>     signed-off-by: andrew morton <akpm@linux-foundation.org>     signed-off-by: linus torvalds <tor,0,1,0
1271,1271,1796,    various fixes for ember 2.10 ,1,0,0
1272,1272,1942,    enhanced session put          added the ability to put an array  and have it add individual session     items. ,0,1,1
1273,1273,1981,    mxc: mx21ads base support          [patch v6] mxc: mx21ads base support          base machine support for the  freescale i.mx21ads     (m9328mx21adse) application development system.          signed-off-by: ivo clarysse <ivo.clarysse@gmail.com>     signed-off-by: sascha hauer <s.hauer@pengutronix.de> ,0,1,0
1274,1274,710,    [spark-14844][ml] add setfeaturescol and setpredictioncol to kmeansm…          ## what changes were proposed in this pull request?          introduction of setfeaturescol and setpredictioncol methods to kmeansmodel in ml library.          ## how was this patch tested?          by running kmeanssuite.          author: dominik jastrzębski <dominik.jastrzebski@codilime.com>       ,0,1,0
1275,1275,1993,"    fix queue size when using beantstalk driver (#19465)          the ""total_jobs"" property is not the actual number of jobs left to process      but the cumulative count of jobs created in this tube in the current beanstalkd process      so it's not decreasing when a job is done.     i think it's better to return the ""current_jobs_ready"" because it is representing the actual numbe",1,0,0
1276,1276,1817,    [json] update language service & server & markedstring escaping fix. fixes #11413 ,1,0,0
1277,1277,1370,    add component stack to uncontrolled-to-controlled warning (#9416)          https://twitter.com/julianvmodesto/status/836089555304448000     https://twitter.com/abevoelker/status/836040051993763842 ,0,1,0
1278,1278,416,    nl80211/mac80211: mesh: add mesh path change count to mpath info          expose path change count to destination in mpath info          signed-off-by: julan hsu <julanhsu@google.com>     signed-off-by: johannes berg <johannes.berg@intel.com> ,0,1,0
1279,1279,1963,    fix double pnacl boot (thanks @isaacl) ,1,0,0
1280,1280,1863,    cleanup freeze methods and move them down to queryshardcontext ,0,0,1
1281,1281,628,    feature: allow columns on group members page to be sortable. ,0,1,0
1282,1282,1780,    new inode method: ->free_inode()          a lot of ->destroy_inode() instances end with call_rcu() of a callback     that does rcu-delayed part of freeing.  introduce a new method for     doing just that  with saner signature.          rules:     ->destroy_inode         ->free_inode             f                       g               immediate call of f()                       ,0,1,0
1283,1283,360,    regulator: hi655x: enable regulator for hi655x pmic          add the regulator driver for hi655x pmic.          signed-off-by: chen feng <puck.chen@hisilicon.com>     signed-off-by: fei wang <w.f@huawei.com>     signed-off-by: xinwei kong <kong.kongxinwei@hisilicon.com>     reviewed-by: haojian zhuang <haojian.zhuang@linaro.org>     signed-off-by: mark brown <broonie@kernel.org,0,1,0
1284,1284,1743,    refactor: replace all uses of boost::optional with our own optional type          after this:          - `boost::optional` is no longer used directly (only through `optional`         which is an alias for it)     - `boost/optional.hpp` is only included in one place ,0,0,1
1285,1285,797,    staging: brcm80211: remove usage of ether_max_len definition          the linux include file if_ether.h already provides a definition     eth_frame_len although this is excluding checksum. so code uses     eth_frame_len+eth_fcs_len now.          reviewed-by: brett rudley <brudley@broadcom.com>     reviewed-by: henry ptasinski <henryp@broadcom.com>     reviewed-by: roland vossen,0,0,1
1286,1286,1899,    add xmaptype to the extensions api ,0,1,0
1287,1287,1240,    3.x: have `internal.operator.observable` unit tests extends `rxjavatest` - 6 (#6607)          this commit updates the unit tests for `internal.operator.observable`          related: #6583 ,0,0,1
1288,1288,1191,    atomic: use <linux/atomic.h>          this allows us to move duplicated code in <asm/atomic.h>     (atomic_inc_not_zero() for now) to <linux/atomic.h>          signed-off-by: arun sharma <asharma@fb.com>     reviewed-by: eric dumazet <eric.dumazet@gmail.com>     cc: ingo molnar <mingo@elte.hu>     cc: david miller <davem@davemloft.net>     cc: eric dumazet <eric.dumazet@gmail.c,0,0,1
1289,1289,85,    ubifs: introduce helper functions for debugging checks and tests          this patch introduces helper functions for all debugging checks  so instead of     doing          if (!(ubifs_chk_flags & ubifs_chk_gen))          we now do          if (!dbg_is_chk_gen(c))          this is a preparation to further changes where the flags will go away  and     we'll need to only change th,0,1,1
1290,1290,170,    add config_debug_sg sg validation          add a kconfig entry which will toggle some sanity checks on the sg     entry and tables.          signed-off-by: jens axboe <jens.axboe@oracle.com> ,0,1,0
1291,1291,504,    fix bad commit. (bad developer  bad\!)          git-svn-id: http://svn-commit.rubyonrails.org/rails/trunk@2633 5ecf4fe2-1ee6-0310-87b1-e25e094e27de ,1,0,0
1292,1292,1055,"    unnecessary ""include waitforajax"" and ""include apihelpers""          removed all the unnecessary include of `waitforajax` and `apihelpers` in the specs.     removed unnecessary usage of `api:true` ",0,0,1
1293,1293,1866,    convert all coffeescript to javascript. see:          http://meta.discourse.org/t/is-it-better-for-discourse-to-use-javascript-or-coffeescript/3153 ,0,1,0
1294,1294,1097,    fix possible crash - we should never keep the zval** as they might point     somewhere into the engine. (there's still a new bug in strtok - hunting;-) ,1,0,0
1295,1295,1405,    new collection indexing model: removed old index protocols          ... and started to fix compiler errors. ,1,0,1
1296,1296,390,    fix spec. revert #truncate in stream (but still prevent redandant calls) ,1,0,0
1297,1297,1273,    :lipstick: introduce type for single folder case ,0,1,0
1298,1298,917,    unguice transport and friends (#20526)          this change removes all guice interaction from transport  httpservertransport      httpserver and transportservice. all these classes as well as their subclasses     or extended version configured via plugins are now created by using plain old     bloody java constructors. yay! ,0,0,1
1299,1299,1600,    search completion; refactor searchcompleter activation. ,0,0,1
1300,1300,1059,    improve completions testing (#23591) ,0,0,1
1301,1301,540,    cxgb4i/cxgb4 : refactor macros to conform to uniform standards          refactored all macros used in cxgb4i as part of previously started cxgb4 macro     names cleanup. makes them more uniform and avoids namespace collision.     minor changes in other drivers where required as some of these macros are used      by multiple drivers  affected drivers are iw_cxgb4  cxgb4(vf) & cs,0,0,1
1302,1302,1085,    implement a bit of context sensitive overload set resolution  resolving some fixme's     in name-binding and making progress towards 11088443               swift svn r1256 ,1,1,0
1303,1303,1656,    refactor keymetadata writing to a separate method ,0,0,1
1304,1304,1411,"    escapeanalysis: make escapestate and usepoints a property of the content node only.          for alias analysis query to be generally correct  we need to     effectively merge the escape state and use points for everything in a     defer web.          it was unclear from the current design whether the ""escaping"" property     applied to the pointer value or its content. the impl",1,0,0
1305,1305,1261,    rename private methods to follow async naming convention ,0,0,1
1306,1306,988,    sh: add sh7785 highlander board support (r7785rp).          this adds preliminary support for the sh7785-based highlander board.     some of the highlander support code is reordered so that most of it     can be reused directly.          this also plugs in missing sh7785 checks in the places that need it      as this is the first board to support the cpu.          signed-off-by,1,1,0
1307,1307,1071,    pki: allow username extraction to work for certs with cn only          our current ca configuration creates certificates with only a cn and this caused     the regular expression in the pki realm to fail. the default regular expression in     the pki realm has been changed to allow for only a cn  while still maintaining the     ability to extract only the cn when other fields a,1,0,1
1308,1308,198,    add trim page option ,0,1,0
1309,1309,533,    vendor buildkit to fix a couple of bugs          signed-off-by: tibor vass <tibor@docker.com> ,1,0,0
1310,1310,430,    deps: icu 61.1 bump          - update to released icu 61.1  including:       - cldr 33 (many new languages and data improvements)       - many small api additions  improvements  and bug fixes       - note: 'icu::' namespace is no longer used by default        (necessated https://github.com/nodejs/node/pull/18667 )          pr-url: https://github.com/nodejs/node/pull/19621     r,1,1,1
1311,1311,1927,    part 1 of #1712 - remove reflection in mutableobjectmodelbinder          this change introduces a new property to modelmetadata called     isbindingrequired  which specifies whether or not a model value must be     present on the wire during model binding.          [datamember(isrequired = true)] is currently the only thing that will set     this property.          updated test,0,1,0
1312,1312,734,    added unit tests for each of the patterns. ,0,1,0
